user_id,group
1621,blue
1622,blue
1623,blue
1624,blue
1625,blue
1626,blue
1627,blue
1628,blue
1629,blue
1630,blue
1631,blue
1632,red
1633,blue
1634,red
1635,blue
1636,blue
1637,blue
1638,red
1639,blue
1640,blue
1641,blue
1642,blue
1643,blue
1644,blue
1645,blue
1646,red
1647,red
1648,blue
1649,blue
1650,blue
1651,red
1652,blue
1653,blue
1654,red
1655,blue
1656,blue
1657,blue
1658,red
1659,blue
1660,blue
1661,red
1662,blue
1663,blue
1664,blue
1665,blue
1666,blue
1667,blue
1668,red
1669,blue
1670,blue
1671,blue
1672,blue
1673,red
1674,blue
1675,blue
1676,blue
1677,blue
1678,red
1679,blue
1680,blue
1681,blue
1682,red
1683,red
1684,blue
1685,blue
1686,red
1687,red
1688,blue
1689,blue
1690,blue
1691,blue
1692,red
1693,blue
1694,red
1695,blue
1696,red
1697,blue
1698,blue
1699,blue
1700,blue
1701,blue
1702,blue
1703,blue
1704,blue
1705,blue
1706,blue
1707,blue
1708,red
1709,blue
1710,blue
1711,red
1712,red
1713,blue
1714,red
1715,blue
1716,red
1717,blue
1718,blue
1719,red
1720,blue
1721,blue
1722,blue
1723,blue
1724,blue
1725,blue
1726,red
1727,blue
1728,blue
1729,blue
1730,blue
1731,red
1732,blue
1733,red
1734,blue
1735,red
1736,red
1737,blue
1738,blue
1739,blue
1740,red
1741,blue
1742,blue
1743,red
1744,red
1745,red
1746,blue
1747,red
1748,red
1749,blue
1750,blue
1751,blue
1752,blue
1753,red
1754,blue
1755,red
1756,blue
1757,blue
1758,blue
1759,blue
1760,blue
1761,blue
1762,blue
1763,blue
1764,blue
1765,blue
1766,blue
1767,red
1768,blue
1769,red
1770,blue
1771,blue
1772,blue
1773,red
1774,blue
1775,blue
1776,blue
1777,blue
1778,red
1779,red
1780,red
1781,red
1782,blue
1783,blue
1784,blue
1785,blue
1786,blue
1787,blue
1788,blue
1789,red
1790,blue
1791,blue
1792,blue
1793,blue
1794,blue
1795,red
1796,red
1797,blue
1798,blue
1799,blue
1800,blue
1801,blue
1802,blue
1803,red
1804,blue
1805,blue
1806,blue
1807,blue
1808,red
1809,blue
1810,blue
1811,blue
1812,blue
1813,red
1814,red
1815,blue
1816,blue
1817,red
1818,blue
1819,blue
1820,blue
1821,blue
1822,blue
1823,blue
1824,red
1825,blue
1826,blue
1827,blue
1828,blue
1829,red
1830,blue
1831,blue
1832,blue
1833,red
1834,blue
1835,red
1836,red
1837,blue
1838,blue
1839,blue
1840,blue
1841,red
1842,blue
1843,red
1844,blue
1845,red
1846,blue
1847,blue
1848,red
1849,blue
1850,blue
1851,blue
1852,red
1853,blue
1854,blue
1855,blue
1856,blue
1857,blue
1858,blue
1859,red
1860,red
1861,blue
1862,blue
1863,red
1864,blue
1865,blue
1866,blue
1867,blue
1868,blue
1869,blue
1870,blue
1871,red
1872,red
1873,blue
1874,blue
1875,blue
1876,blue
1877,red
1878,blue
1879,red
1880,blue
1881,red
1882,blue
1883,blue
1884,blue
1885,blue
1886,blue
1887,blue
1888,red
1889,red
1890,blue
1891,blue
1892,red
1893,blue
1894,blue
1895,blue
1896,blue
1897,blue
1898,red
1899,blue
1900,blue
1901,blue
1902,blue
1903,blue
1904,blue
1905,red
1906,red
1907,blue
1908,red
1909,blue
1910,blue
1911,blue
1912,blue
1913,blue
1914,blue
1915,red
1916,blue
1917,blue
1918,red
1919,blue
1920,blue
1921,blue
1922,blue
1923,blue
1924,blue
1925,blue
1926,red
1927,blue
1928,blue
1929,blue
1930,red
1931,red
1932,blue
1933,blue
1934,blue
1935,blue
1936,red
1937,blue
1938,blue
1939,blue
1940,red
1941,blue
1942,blue
1943,red
1944,red
1945,red
1946,blue
1947,red
1948,blue
1949,blue
1950,red
1951,blue
1952,blue
1953,blue
1954,blue
1955,blue
1956,red
1957,blue
1958,red
1959,red
1960,red
1961,blue
1962,blue
1963,blue
1964,blue
1965,blue
1966,blue
1967,blue
1968,blue
1969,blue
1970,red
1971,blue
1972,red
1973,blue
1974,red
1975,blue
1976,blue
1977,blue
1978,blue
1979,red
1980,red
1981,red
1982,blue
1983,blue
1984,blue
1985,blue
1986,blue
1987,red
1988,blue
1989,blue
1990,red
1991,blue
1992,blue
1993,blue
1994,red
1995,blue
1996,red
1997,red
1998,blue
1999,red
2000,blue
2001,blue
2002,blue
2003,blue
2004,red
2005,blue
2006,blue
2007,red
2008,blue
2009,blue
2010,blue
2011,blue
2012,blue
2013,blue
2014,blue
2015,red
2016,blue
2017,red
2018,red
2019,blue
2020,red
2021,red
2022,blue
2023,blue
2024,blue
2025,red
2026,blue
2027,blue
2028,blue
2029,blue
2030,blue
2031,blue
2032,red
2033,red
2034,blue
2035,blue
2036,red
2037,red
2038,blue
2039,red
2040,red
2041,blue
2042,red
2043,blue
2044,blue
2045,blue
2046,blue
2047,blue
2048,blue
2049,blue
2050,blue
2051,blue
2052,blue
2053,blue
2054,red
2055,blue
2056,blue
2057,blue
2058,blue
2059,red
2060,red
2061,blue
2062,blue
2063,blue
2064,blue
2065,blue
2066,red
2067,red
2068,red
2069,red
2070,red
2071,blue
2072,blue
2073,blue
2074,blue
2075,blue
2076,blue
2077,red
2078,blue
2079,blue
2080,red
2081,red
2082,blue
2083,red
2084,red
2085,blue
2086,blue
2087,blue
2088,red
2089,blue
2090,red
2091,red
2092,blue
2093,red
2094,blue
2095,blue
2096,red
2097,blue
2098,blue
2099,blue
2100,red
2101,red
2102,blue
2103,red
2104,blue
2105,blue
2106,red
2107,red
2108,red
2109,blue
2110,red
2111,blue
2112,blue
2113,blue
2114,blue
2115,blue
2116,blue
2117,red
2118,red
2119,blue
2120,blue
2121,blue
2122,blue
2123,blue
2124,red
2125,blue
2126,red
2127,red
2128,red
2129,blue
2130,red
2131,red
2132,blue
2133,red
2134,blue
2135,blue
2136,blue
2137,blue
2138,blue
2139,red
2140,red
2141,red
2142,blue
2143,red
2144,blue
2145,blue
2146,blue
2147,red
2148,blue
2149,blue
2150,blue
2151,blue
2152,red
2153,blue
2154,red
2155,red
2156,blue
2157,blue
2158,blue
2159,blue
2160,red
2161,red
2162,blue
2163,blue
2164,blue
2165,blue
2166,blue
2167,blue
2168,blue
2169,red
2170,blue
2171,blue
2172,red
2173,red
2174,red
2175,blue
2176,blue
2177,blue
2178,blue
2179,blue
2180,red
2181,blue
2182,blue
2183,red
2184,blue
2185,blue
2186,blue
2187,red
2188,blue
2189,red
2190,blue
2191,red
2192,blue
2193,blue
2194,blue
2195,red
2196,blue
2197,blue
2198,blue
2199,blue
2200,blue
2201,red
2202,blue
2203,red
2204,blue
2205,red
2206,red
2207,red
2208,red
2209,red
2210,red
2211,blue
2212,blue
2213,red
2214,red
2215,blue
2216,blue
2217,blue
2218,blue
2219,blue
2220,blue
2221,blue
2222,red
2223,red
2224,blue
2225,red
2226,blue
2227,red
2228,blue
2229,blue
2230,blue
2231,blue
2232,red
2233,red
2234,red
2235,blue
2236,blue
2237,blue
2238,blue
2239,blue
2240,blue
2241,blue
2242,blue
2243,blue
2244,red
2245,red
2246,blue
2247,blue
2248,blue
2249,red
2250,blue
2251,red
2252,blue
2253,red
2254,blue
2255,blue
2256,red
2257,blue
2258,blue
2259,red
2260,blue
2261,blue
2262,blue
2263,blue
2264,blue
2265,red
2266,red
2267,red
2268,blue
2269,blue
2270,blue
2271,blue
2272,blue
2273,red
2274,red
2275,blue
2276,blue
2277,blue
2278,red
2279,red
2280,red
2281,blue
2282,blue
2283,blue
2284,blue
2285,blue
2286,blue
2287,red
2288,red
2289,blue
2290,blue
2291,red
2292,blue
2293,blue
2294,blue
2295,blue
2296,blue
2297,blue
2298,red
2299,blue
2300,blue
2301,red
2302,blue
2303,blue
2304,red
2305,blue
2306,blue
2307,red
2308,red
2309,red
2310,blue
2311,blue
2312,blue
2313,blue
2314,red
2315,blue
2316,blue
2317,blue
2318,blue
2319,blue
2320,blue
2321,red
2322,blue
2323,blue
2324,blue
2325,blue
2326,red
2327,blue
2328,blue
2329,blue
2330,red
2331,blue
2332,blue
2333,blue
2334,blue
2335,blue
2336,red
2337,blue
2338,blue
2339,blue
2340,blue
2341,red
2342,blue
2343,blue
2344,blue
2345,blue
2346,red
2347,blue
2348,blue
2349,blue
2350,blue
2351,blue
2352,blue
2353,red
2354,red
2355,blue
2356,blue
2357,red
2358,blue
2359,blue
2360,red
2361,blue
2362,blue
2363,red
2364,blue
2365,blue
2366,red
2367,red
2368,blue
2369,blue
2370,blue
2371,red
2372,red
2373,blue
2374,red
2375,red
2376,red
2377,red
2378,red
2379,blue
2380,blue
2381,blue
2382,blue
2383,blue
2384,blue
2385,blue
2386,blue
2387,blue
2388,blue
2389,blue
2390,blue
2391,red
2392,blue
2393,blue
2394,red
2395,blue
2396,blue
2397,blue
2398,blue
2399,red
2400,blue
2401,blue
2402,blue
2403,blue
2404,blue
2405,red
2406,blue
2407,red
2408,red
2409,blue
2410,red
2411,blue
2412,blue
2413,blue
2414,red
2415,blue
2416,blue
2417,blue
2418,blue
2419,blue
2420,blue
2421,blue
2422,red
2423,blue
2424,red
2425,red
2426,blue
2427,red
2428,blue
2429,red
2430,blue
2431,blue
2432,red
2433,red
2434,blue
2435,red
2436,blue
2437,red
2438,blue
2439,blue
2440,red
2441,blue
2442,red
2443,blue
2444,blue
2445,blue
2446,red
2447,blue
2448,blue
2449,blue
2450,red
2451,blue
2452,red
2453,blue
2454,blue
2455,red
2456,blue
2457,red
2458,red
2459,blue
2460,blue
2461,blue
2462,blue
2463,blue
2464,blue
2465,blue
2466,blue
2467,blue
2468,blue
2469,blue
2470,blue
2471,red
2472,red
2473,blue
2474,blue
2475,blue
2476,red
2477,blue
2478,blue
2479,blue
2480,red
2481,blue
2482,blue
2483,red
2484,red
2485,blue
2486,blue
2487,red
2488,red
2489,blue
2490,blue
2491,red
2492,blue
2493,blue
2494,red
2495,blue
2496,red
2497,blue
2498,blue
2499,blue
2500,red
2501,blue
2502,blue
2503,blue
2504,blue
2505,blue
2506,blue
2507,blue
2508,blue
2509,red
2510,blue
2511,red
2512,blue
2513,blue
2514,blue
2515,blue
2516,blue
2517,blue
2518,blue
2519,blue
2520,blue
2521,blue
2522,blue
2523,blue
2524,blue
2525,red
2526,red
2527,blue
2528,blue
2529,blue
2530,red
2531,blue
2532,blue
2533,red
2534,red
2535,blue
2536,red
2537,blue
2538,blue
2539,blue
2540,red
2541,blue
2542,blue
2543,blue
2544,red
2545,blue
2546,red
2547,blue
2548,blue
2549,red
2550,red
2551,red
2552,blue
2553,blue
2554,blue
2555,blue
2556,blue
2557,blue
2558,red
2559,blue
2560,blue
2561,blue
2562,red
2563,blue
2564,blue
2565,blue
2566,blue
2567,blue
2568,blue
2569,blue
2570,blue
2571,red
2572,red
2573,blue
2574,red
2575,red
2576,blue
2577,red
2578,blue
2579,blue
2580,blue
2581,blue
2582,red
2583,blue
2584,blue
2585,red
2586,blue
2587,blue
2588,red
2589,blue
2590,blue
2591,red
2592,blue
2593,blue
2594,blue
2595,red
2596,blue
2597,blue
2598,red
2599,blue
2600,blue
2601,red
2602,red
2603,blue
2604,blue
2605,blue
2606,red
2607,blue
2608,red
2609,blue
2610,blue
2611,blue
2612,blue
2613,red
2614,blue
2615,blue
2616,blue
2617,blue
2618,blue
2619,blue
2620,red
2621,blue
2622,blue
2623,blue
2624,blue
2625,red
2626,red
2627,red
2628,blue
2629,blue
2630,red
2631,blue
2632,red
2633,blue
2634,blue
2635,blue
2636,blue
2637,blue
2638,red
2639,blue
2640,red
2641,red
2642,red
2643,red
2644,blue
2645,blue
2646,red
2647,red
2648,blue
2649,blue
2650,blue
2651,red
2652,blue
2653,blue
2654,blue
2655,blue
2656,red
2657,red
2658,blue
2659,blue
2660,blue
2661,blue
2662,blue
2663,blue
2664,blue
2665,blue
2666,red
2667,blue
2668,red
2669,blue
2670,blue
2671,blue
2672,blue
2673,blue
2674,red
2675,red
2676,red
2677,red
2678,red
2679,blue
2680,blue
2681,red
2682,blue
2683,red
2684,red
2685,blue
2686,red
2687,red
2688,blue
2689,red
2690,blue
2691,blue
2692,blue
2693,blue
2694,blue
2695,blue
2696,blue
2697,blue
2698,blue
2699,blue
2700,blue
2701,blue
2702,red
2703,blue
2704,blue
2705,blue
2706,red
2707,blue
2708,red
2709,blue
2710,red
2711,red
2712,red
2713,blue
2714,red
2715,blue
2716,blue
2717,red
2718,red
2719,red
2720,blue
2721,blue
2722,blue
2723,blue
2724,red
2725,blue
2726,blue
2727,blue
2728,blue
2729,blue
2730,red
2731,blue
2732,blue
2733,blue
2734,blue
2735,blue
2736,red
2737,blue
2738,blue
2739,blue
2740,blue
2741,blue
2742,red
2743,blue
2744,blue
2745,blue
2746,red
2747,blue
2748,blue
2749,red
2750,blue
2751,blue
2752,red
2753,red
2754,blue
2755,blue
2756,blue
2757,blue
2758,blue
2759,blue
2760,red
2761,blue
2762,red
2763,blue
2764,red
2765,blue
2766,red
2767,red
2768,blue
2769,red
2770,blue
2771,blue
2772,blue
2773,red
2774,blue
2775,blue
2776,blue
2777,blue
2778,blue
2779,blue
2780,red
2781,blue
2782,blue
2783,blue
2784,red
2785,blue
2786,blue
2787,red
2788,red
2789,red
2790,blue
2791,blue
2792,blue
2793,red
2794,red
2795,blue
2796,red
2797,blue
2798,red
2799,red
2800,blue
2801,blue
2802,red
2803,blue
2804,blue
2805,blue
2806,red
2807,red
2808,blue
2809,blue
2810,blue
2811,red
2812,blue
2813,blue
2814,blue
2815,red
2816,blue
2817,blue
2818,red
2819,blue
2820,blue
2821,blue
2822,blue
2823,red
2824,red
2825,blue
2826,red
2827,blue
2828,blue
2829,red
2830,blue
2831,blue
2832,red
2833,blue
2834,blue
2835,blue
2836,red
2837,blue
2838,red
2839,blue
2840,red
2841,blue
2842,blue
2843,blue
2844,blue
2845,red
2846,blue
2847,blue
2848,blue
2849,blue
2850,blue
2851,blue
2852,blue
2853,blue
2854,red
2855,blue
2856,red
2857,blue
2858,red
2859,blue
2860,blue
2861,blue
2862,red
2863,red
2864,blue
2865,blue
2866,red
2867,blue
2868,blue
2869,red
2870,blue
2871,red
2872,blue
2873,red
2874,red
2875,blue
2876,blue
2877,blue
2878,blue
2879,red
2880,blue
2881,blue
2882,blue
2883,blue
2884,blue
2885,red
2886,red
2887,blue
2888,blue
2889,blue
2890,blue
2891,blue
2892,red
2893,blue
2894,blue
2895,blue
2896,blue
2897,blue
2898,blue
2899,blue
2900,blue
2901,red
2902,blue
2903,blue
2904,blue
2905,blue
2906,blue
2907,blue
2908,red
2909,blue
2910,blue
2911,blue
2912,blue
2913,blue
2914,blue
2915,red
2916,blue
2917,blue
2918,red
2919,blue
2920,blue
2921,blue
2922,red
2923,blue
2924,blue
2925,blue
2926,blue
2927,red
2928,red
2929,blue
2930,blue
2931,blue
2932,blue
2933,blue
2934,blue
2935,blue
2936,blue
2937,blue
2938,red
2939,red
2940,blue
2941,red
2942,blue
2943,blue
2944,blue
2945,blue
2946,blue
2947,blue
2948,red
2949,blue
2950,red
2951,blue
2952,blue
2953,blue
2954,blue
2955,red
2956,red
2957,blue
2958,red
2959,red
2960,red
2961,blue
2962,blue
2963,blue
2964,blue
2965,blue
2966,blue
2967,blue
2968,blue
2969,blue
2970,blue
2971,red
2972,blue
2973,blue
2974,red
2975,red
2976,blue
2977,red
2978,blue
2979,red
2980,red
2981,blue
2982,blue
2983,blue
2984,red
2985,blue
2986,blue
2987,blue
2988,blue
2989,red
2990,blue
2991,red
2992,blue
2993,blue
2994,blue
2995,blue
2996,blue
2997,red
2998,blue
