user_id,purchase_id
1093,146730036744
1093,420688033123
1093,555307783454
1093,164463998027
1093,350082606235
1094,734196087333
1094,762237901177
1095,990224466131
1095,317804245065
1095,952422422119
1096,282268198513
1097,514220077538
1097,738427772375
1097,104042226059
1097,374676289453
1097,130823757003
1097,601093084182
1097,394529387744
1098,544606326066
1099,792224206125
1099,199820909586
1099,401374443828
1099,899349700509
1099,306259581169
1099,508795825153
1099,303305935723
1099,310838517601
1100,978933069179
1100,911336394902
1100,724614221428
1100,108455935135
1100,822233110375
1100,462721391766
1101,947173322693
1101,210192539649
1101,274490974716
1101,317638394946
1101,985787687991
1101,789599094449
1101,621504293186
1102,700572682156
1102,155397157326
1102,606593018247
1102,341883504678
1102,848592825315
1102,280564786523
1102,612217148693
1103,534986824852
1103,310171778785
1103,942672423351
1104,405328947369
1105,753866848514
1105,284414119121
1105,488866419631
1105,792706889072
1105,699390297076
1105,623440447655
1106,844910003408
1106,893830008800
1107,934563261999
1107,220028046622
1107,550359368858
1107,147117747264
1107,723963339867
1107,498972403613
1107,924272954062
1108,830814558624
1108,860177183447
1108,964269405730
1109,701397414316
1109,209143888470
1109,910305372345
1109,389770265684
1111,245743699710
1111,150821972649
1112,265180104442
1112,762666678923
1112,830806814011
1112,499254588623
1112,600720348193
1112,729080529754
1112,196341668242
1113,819163690596
1113,582276867401
1113,773039605736
1113,846666592572
1113,915212902851
1113,537945210615
1113,425780276626
1114,786001836034
1115,218604748829
1115,639854017508
1115,501343211844
1115,210390522716
1115,847271227519
1117,246640278924
1117,737161400896
1117,282027502980
1117,304724073063
1117,939076309416
1117,588491424348
1117,410636058692
1117,539740003924
1117,278713930922
1118,873582972984
1118,506978800193
1118,487003092762
1118,223251828832
1118,837300383708
1118,647311562919
1119,113581550302
1119,789593728671
1119,577986658266
1119,514054742461
1119,612954958212
1120,331640946762
1120,216410486870
1120,175303115906
1120,722279800160
1120,464193072453
1120,350550154489
1121,878278226220
1121,144838728783
1121,843111607768
1121,794845636632
1121,534353622336
1122,480165462104
1122,357692444367
1122,263474562405
1122,552202462283
1122,456147490605
1123,880435768610
1123,824532357349
1123,418008248180
1123,156281691935
1123,816495403501
1124,728249109863
1124,885771978094
1124,724791426031
1124,990892660970
1124,126537022282
1124,132796440841
1125,159542912749
1125,620179609455
1125,904664716323
1125,430397161443
1126,185060812649
1126,711421544712
1126,187122587358
1126,703756233118
1126,358516556208
1126,720456275096
1126,400335173221
1127,192772389506
1128,301916332913
1128,328349195029
1128,700838788909
1128,477568834303
1129,853845342758
1129,636779146683
1129,810653670816
1130,663761726212
1130,134216452669
1130,112384120495
1131,919856315101
1131,237456709392
1131,922451069101
1131,991532848266
1131,730159976772
1131,786679442936
1132,845627779158
1132,433663987197
1132,183925561886
1133,332237283385
1133,599001499904
1133,465557069262
1133,936119541174
1133,367668317254
1134,856398627030
1134,490119055145
1134,569996812277
1134,592431625353
1134,592044696956
1134,584677115936
1135,943413876793
1136,161745941513
1136,453232991946
1136,217331425798
1139,728312069519
1140,604732959442
1140,141193750034
1140,441558738527
1141,253239978169
1141,938563008884
1141,915368064588
1141,571327174130
1141,629521750064
1141,602747730024
1141,398714044113
1142,575372050013
1142,428737271647
1143,398753737710
1143,805169109092
1143,470724416049
1144,116793556518
1144,164141702217
1144,882513222334
1144,691504450974
1146,368170418446
1146,131091338077
1146,219728344428
1146,190945015856
1146,930153334177
1146,333350617158
1146,356831311049
1146,719314778373
1146,595665512090
1147,429838713652
1148,472456495101
1149,321408737213
1149,841182291623
1149,481137116654
1150,980599480588
1150,724798098645
1150,378691229417
1150,400646620377
1150,753484182704
1150,436916573098
1150,135418040882
1151,718564154893
1151,309460678853
1151,755131038351
1151,973605024950
1151,489122830120
1151,115777335857
1151,241183991679
1152,151862498671
1152,496403058857
1152,462080979314
1152,139596613720
1153,278359295759
1153,655070144258
1153,682286651817
1153,910692406515
1154,981725850084
1154,394621921525
1155,653181294184
1155,727902241089
1155,530155182542
1155,216876194580
1155,574433902358
1156,508323351381
1156,404914445580
1156,888870443717
1157,130907326285
1157,428835154125
1157,770053914910
1157,247058723378
1157,553570929949
1157,286571672027
1157,257136712177
1157,113023612103
1158,753313186729
1158,649929335526
1158,914672817961
1158,646599894232
1158,965843742322
1158,664115725172
1158,745962309903
1159,692331884584
1159,947098201237
1159,961946706970
1159,541409572064
1159,558410108103
1160,523208691010
1160,996378004770
1160,351665447860
1160,420022785553
1160,285983732250
1160,661541428355
1160,730668602847
1160,934485618871
1160,386896092260
1161,329535503601
1161,214847029883
1161,446123888953
1161,898763689107
1162,511713533869
1162,849141906870
1162,628069552137
1162,832948075769
1162,192344232511
1162,921036478586
1162,396293604362
1162,858011211812
1162,762779909729
1162,866091022260
1163,495668985664
1163,843777425448
1163,783962988314
1163,769714867693
1163,442557859110
1163,380609772984
1163,264946592034
1163,968647637964
1163,663487903729
1164,503774353979
1164,538951004678
1164,975444002226
1164,645900457215
1164,284809943949
1164,770921892160
1164,843073833885
1165,613206653630
1165,690978035887
1165,698159367757
1166,664859591464
1166,932118952587
1166,989314171851
1166,790335544904
1166,680752013871
1167,264002966938
1167,717345686516
1167,951437264936
1167,723996286721
1167,181721729088
1167,940263304991
1167,258227182242
1168,578445820728
1168,233940978488
1168,313903633296
1168,950043140305
1168,519839947510
1168,580293001464
1168,582084921582
1168,899749375555
1168,915298667349
1169,149249593233
1169,283393984348
1169,487878231897
1169,288570636295
1169,908846763730
1169,854188007350
1169,103611885711
1172,996948344726
1175,591608860806
1175,310810979886
1177,645557821775
1177,869122276674
1177,430714753552
1178,783030226765
1178,700974498282
1178,111960888880
1178,581669485242
1178,349161901102
1178,746472005190
1179,505779241324
1179,678924081634
1179,279730393575
1179,682784289792
1179,219943941094
1179,458587724342
1180,428213166695
1180,358354805469
1180,857728158385
1181,109944477429
1181,947961175419
1181,657144422469
1181,946324241679
1181,340514311249
1181,438304075835
1182,288061341884
1182,966723196711
1182,996836059253
1182,978267018237
1182,138796136745
1183,711659178680
1183,810374792555
1183,658948987180
1183,499697711721
1184,920024036344
1184,375238832650
1184,581004604296
1184,494534816449
1184,184580568555
1184,749739930898
1184,215841805898
1185,237149351393
1185,634797233750
1186,572917606286
1187,725881219239
1187,900949019591
1187,230402932369
1187,684297129905
1187,520152838273
1187,383766156018
1187,921853958404
1189,837490133074
1189,790953329017
1189,176873117722
1190,169382766383
1190,729394665338
1191,562927955284
1191,698259621795
1191,201400408147
1191,272567712093
1192,592711994953
1192,440242643773
1192,754938011476
1192,301057002251
1192,386578283960
1192,290678863686
1193,398868579372
1193,813055952144
1193,677000020872
1193,121642097135
1193,699673612935
1193,709175315850
1193,186549424916
1194,804512583092
1195,300700910224
1196,123456021426
1196,409984836985
1197,141207388334
1198,845797720939
1198,792802841888
1199,507063927252
1199,560280086331
1199,111421863190
1199,466775214279
1199,309422798767
1199,951567493281
1199,785479792199
1200,763919717484
1200,232781241914
1200,123031567036
1200,940469283965
1200,535018444513
1200,150483427063
1200,258702437817
1200,545190145445
1200,874971433180
1201,180161279269
1201,511110522452
1201,988716975016
1201,834516565017
1201,617224485563
1201,571111848743
1201,872926128974
1202,289653642438
1202,814687040896
1202,872675119851
1202,459266660972
1202,367550689180
1202,509963800831
1202,314533624463
1203,391577276842
1203,778305499721
1203,623198835860
1203,948504629056
1203,982069440175
1203,473283117552
1204,793322794356
1204,598420769234
1204,821504726412
1204,951567159495
1204,293822595402
1204,178912984739
1204,752266725044
1204,963309541553
1204,321712270791
1205,916387867942
1205,502753625141
1205,445922382741
1205,826386153860
1205,110706395597
1206,939463039264
1206,907955380795
1206,282779686984
1206,925936350262
1206,339702292479
1206,844400523344
1206,705262687526
1206,365885743688
1206,911195387217
1206,306067829370
1207,616019152540
1207,567593437018
1207,881511996333
1207,608001858341
1207,348023965640
1207,629722500474
1208,270544377224
1208,549615853753
1209,823878566734
1209,886127335593
1209,208705659524
1209,833245743461
1209,938261618890
1209,498724308074
1209,622752967886
1209,859108755953
1209,367155240169
1210,190290681329
1210,462828725300
1211,914589462067
1212,920685888032
1212,653844889215
1212,300211490761
1212,262682010966
1212,723080272361
1212,994266476641
1212,102249004024
1213,571163818293
1213,921070339960
1213,987723401351
1213,959462233596
1213,196774105922
1214,317434771318
1214,663698805868
1215,438247435503
1215,972868093787
1215,957998743353
1215,647143015121
1215,893044840552
1215,611864497939
1215,858403724429
1215,947991244936
1217,253045357816
1218,765225657354
1218,276022198960
1218,917593867353
1218,587534760658
1219,803391956854
1219,574348631831
1219,947910216896
1219,563279295243
1219,429621989295
1219,834312553908
1219,129106133074
1219,818564167474
1219,361175902028
1219,867637156295
1220,757043970645
1220,366436648919
1220,349547886519
1220,219627853926
1220,736360293361
1220,546867134512
1222,458906072995
1223,165273967451
1223,155300903892
1224,754541029432
1224,978085148962
1224,439952320406
1224,758352679961
1224,844111124470
1224,972475602662
1224,425631721246
1225,564529093553
1225,417128348536
1226,645408029644
1226,318687043424
1226,659484412263
1226,658869221426
1226,980204824683
1226,140235676365
1226,131458169519
1227,962605496006
1227,133697625003
1228,307585200646
1229,743675119415
1229,250310384428
1229,203962060863
1230,776889195094
1230,879714701375
1230,722477669388
1230,496493981223
1230,921196952215
1231,644630160308
1231,648315022540
1231,560255758900
1231,819471199072
1232,963053957056
1232,956201884029
1232,273542510470
1232,900319903826
1233,156062132239
1233,433128036014
1234,511987949175
1234,749795702633
1234,623739022907
1234,495204696664
1234,631227692070
1235,507253820568
1235,370172025219
1235,396593896436
1235,431995404266
1235,745172599657
1237,169562811311
1238,241022843711
1238,977387428191
1238,877408850778
1238,805463035022
1238,733265084302
1238,871136973092
1238,924948992830
1238,308595873286
1238,223934281333
1239,772425349823
1239,578981816339
1239,609347171982
1240,342198899533
1240,369927623645
1240,905880652858
1240,460439634109
1240,550295527182
1241,229513779375
1241,480127315737
1241,305280346396
1241,998650237786
1242,189361773151
1242,471342446224
1242,785877750078
1243,160421526938
1243,227293566660
1243,653882548687
1243,908493215666
1243,638016903425
1243,978711128990
1246,679005938881
1247,145627381970
1247,906519525489
1247,555062160519
1247,556102900227
1248,659960917874
1248,980447571521
1249,904514181267
1249,966297302645
1249,501678190156
1249,213440677660
1249,740711885969
1250,160168212036
1250,205480901403
1250,423245103628
1250,338332797694
1250,479281993858
1250,242933791915
1251,445584562573
1251,994826194888
1251,711208476680
1252,146578227631
1252,981260167076
1252,685998585558
1252,787955117259
1252,856728875692
1252,169844176858
1252,300713023471
1253,160257968726
1253,170659909355
1253,966638175212
1253,339363984139
1254,962984357736
1255,895282478915
1255,150519801029
1255,207327102541
1255,529583466263
1255,773280032050
1255,685191013654
1256,180730276801
1256,742790463456
1256,845357169777
1256,940420471772
1256,937799477328
1257,158976990699
1257,810591930035
1257,269582214092
1258,650493855485
1258,370056530313
1258,608753289480
1258,497126507604
1258,780722279426
1258,520210604683
1258,909766789512
1258,300935978671
1258,238364232450
1258,181895151884
1260,922337915707
1260,293486140983
1260,319791490728
1260,931178840504
1260,745962567240
1261,717359360817
1261,875962343675
1262,394326712925
1263,129569018485
1263,996577145765
1263,112988902105
1263,311462545163
1263,831293546725
1264,191879385107
1264,808356401778
1264,410333041221
1265,778889888724
1265,494276260580
1265,709473665172
1265,865001129922
1265,216939671573
1265,765429134038
1266,770760701324
1266,252132429605
1267,959001409969
1267,348786571291
1267,855996249106
1267,385425940473
1267,517949797539
1267,938622086058
1267,472603585698
1267,956862330390
1267,289681707537
1268,974550973517
1268,769981770620
1268,713598050546
1268,592485986766
1268,281981750549
1268,762788244040
1270,342755487580
1270,645859137440
1270,421910682429
1270,343266157703
1270,180067076575
1271,273379015611
1271,103947721512
1271,200720194084
1271,915910824931
1271,284581382731
1271,409882577519
1271,883661718162
1272,474778729677
1272,790865332075
1272,396280698068
1272,109598979412
1272,902763486393
1272,932964465080
1273,713482971512
1275,483845618095
1275,592175207461
1275,180146574532
1275,590570591410
1275,719083426033
1275,480861475360
1275,952643362508
1275,908932582431
1275,288447606851
1276,107636486410
1276,737764383374
1276,433494689795
1276,925044965374
1276,898321187081
1277,180190729973
1277,293579230924
1277,375698664567
1277,983691985949
1278,931314364689
1278,266484732377
1280,815275120100
1280,250634990391
1280,838182480566
1280,651554391602
1280,708311237169
1280,850228753290
1280,560414373257
1280,461557957467
1280,429733199475
1281,948492185040
1281,570223290718
1281,237433617025
1282,319401569517
1282,829422308253
1282,867436199884
1283,265033831954
1284,529881824130
1284,513887403799
1284,185888711882
1285,922710361735
1285,983867894589
1285,244741699347
1285,453455172631
1285,433809410770
1285,803806061003
1286,522230135450
1286,918081838845
1286,613211959395
1286,478898995032
1287,819742159555
1287,684979803801
1287,508272671447
1287,670507259405
1287,716395376044
1287,481475686584
1288,565882887016
1288,513925320209
1288,298417509946
1288,327150526699
1288,604963680864
1290,988877347325
1290,409799905651
1290,952652774456
1290,738614326487
1290,235219947442
1290,842759965017
1290,724706655248
1291,680245387817
1291,252187672502
1291,610686833287
1291,776171617038
1291,974653070254
1292,600044779891
1292,113594975660
1292,114890866129
1292,846719530824
1293,710042639477
1293,592897433873
1293,423399658568
1293,233614782658
1293,450268537860
1294,257851741890
1294,831921303121
1294,562820794379
1295,568308281645
1295,248445576973
1296,906557213615
1297,564723477578
1297,784924400559
1297,149869290873
1297,843180447893
1297,707956013256
1297,115282194543
1297,975489859472
1298,228143705742
1298,203980788193
1298,305778266893
1298,753408186554
1298,986962249181
1298,248618311683
1298,127423410993
1298,968403104044
1298,767123568027
1298,368965828145
1299,290036110312
1299,309283248386
1299,973515649241
1299,543455717620
1299,335136910149
1299,152170670325
1300,364407554883
1300,520823306052
1300,791863804177
1300,907666379976
1301,143215352605
1301,420809225410
1301,602186338526
1302,742694640233
1302,925601984479
1302,849488326247
1302,514918098541
1302,827817732206
1302,561382079439
1302,154436021870
1303,632026432458
1303,157196912334
1303,749260330048
1303,473863989193
1303,136137849798
1304,561952500630
1304,805113494030
1304,815330678793
1305,980117628578
1305,478962398124
1305,369630933416
1305,770203746158
1305,280725209447
1305,216525255406
1305,395395704008
1306,819094075055
1306,641342715040
1306,479681769749
1306,201330735501
1306,369768344020
1306,113694929116
1306,359512045248
1307,828125806846
1307,134906973998
1307,352214309535
1307,264328488786
1307,520166274373
1308,629151588730
1308,679162957789
1308,983579867095
1308,988775566169
1308,747417260522
1308,975761652379
1309,737900564861
1309,587325409283
1309,153066708713
1309,344655833273
1309,533026841081
1309,499462705409
1309,551126964153
1309,642870023870
1309,988663818009
1310,709198873121
1310,240188802385
1310,417920539589
1310,236802270242
1310,750414724238
1310,741438242795
1311,248196441385
1311,100371749681
1311,559801413946
1311,682164772919
1311,290358559106
1311,710608176568
1311,992334270174
1311,747862230569
1311,548772400623
1312,588568068436
1312,319920729235
1312,394788104925
1312,670207711717
1312,312580465181
1312,259930849578
1312,404864960850
1312,938332692023
1312,726694583593
1312,752911317633
1313,383764394171
1313,545507957631
1313,229410708902
1313,515134687290
1314,884560201153
1314,244983033243
1314,461028649145
1314,459711067319
1314,427657323552
1316,180270355730
1316,242292562626
1316,377950076187
1318,755870929146
1318,510912625876
1318,904654834002
1319,284346214758
1319,268523868425
1319,159643502981
1319,125813430127
1320,649535855485
1320,737117372166
1320,271404862499
1320,915182886143
1320,297329526017
1320,670348149902
1320,276335683225
1322,596681857825
1322,681323865491
1324,766237969254
1324,838195693717
1324,401008248625
1324,547370650894
1324,844649673087
1324,916954852698
1325,500836359066
1325,326228161400
1325,837547294820
1325,629451217689
1326,677666487191
1326,451108092370
1326,541527148879
1326,590078231224
1326,647378327735
1327,728398915087
1327,355181331270
1327,460984543404
1327,850152527239
1327,266887592972
1327,907604914508
1327,871887910877
1328,626828943799
1328,487440248864
1328,269087596768
1328,187975303538
1329,809115606439
1329,676282569464
1329,490993894605
1329,715029205654
1329,893903028846
1330,599911791647
1330,987901257094
1330,643512644963
1330,262805050181
1331,233035955873
1331,171665511170
1331,545217506964
1332,786393805042
1332,740819748655
1332,355376839634
1332,927202487860
1332,108540219335
1332,842477969803
1333,842232138383
1333,616704840475
1333,893085892414
1333,907259839885
1333,668419675395
1333,924931700261
1334,479812644433
1334,296805315688
1334,868110206180
1334,516421104089
1336,964878469065
1336,952601088511
1336,187650603054
1337,125044866532
1338,504682245976
1338,482161753341
1338,647302749208
1338,487533838444
1338,199123219027
1338,955747660860
1338,903236605046
1338,238315636306
1340,725291263670
1340,233415546358
1340,659698731136
1340,332224365704
1340,156280978959
1340,866350801958
1341,747333615021
1341,624746819821
1341,231219629284
1341,490981164326
1341,401327550324
1341,657238861366
1341,863397582652
1341,511512210195
1341,574911580867
1341,473854694893
1342,901235696818
1342,234857030359
1342,578230116321
1342,738496282530
1342,659909282586
1342,204357218115
1342,440789060720
1343,506695200642
1343,440740149104
1343,160472645215
1343,386384841104
1343,941597927442
1343,100452118060
1343,803283314112
1343,977574032597
1343,113626921749
1344,878217609747
1345,119227476553
1345,311777010128
1345,225923675940
1346,681814177390
1346,497981745992
1346,620582422661
1347,466921953586
1347,110466234514
1347,930092802932
1348,887734951266
1348,515576734331
1348,366695851700
1348,514490011997
1348,244493034954
1348,100492309252
1348,830397698056
1349,841982767145
1350,414269707912
1350,157163236384
1350,815931840333
1350,502202353409
1350,696302383282
1350,945699582253
1350,456494386442
1351,998607927237
1351,687671235567
1351,622645685146
1351,107701012351
1351,840877484604
1351,571043705083
1351,813946511357
1352,681543188635
1352,572712456698
1352,979774369368
1352,947124463873
1352,716451884771
1353,124510629332
1354,819038584853
1354,317427698927
1354,952219261152
1354,659364572726
1354,132261287278
1354,897381893921
1354,516617548530
1355,501929734944
1355,158926792768
1355,487135227954
1355,121217623459
1355,542159308581
1355,967475787862
1355,488091534499
1356,146652331488
1356,345423881002
1356,705830890767
1357,758589017878
1358,334897763830
1358,420797423030
1358,943255012259
1359,343401260053
1359,321241280188
1359,214684915003
1359,308384850648
1359,635555241558
1359,612148807033
1359,407153017765
1359,236443978503
1359,554414147680
1359,394042768104
1360,887174906790
1360,946303766063
1360,323758665482
1360,722240316919
1360,553412071539
1362,907882001775
1362,684366775119
1362,783201386124
1362,338386297965
1362,179387430582
1363,564402275304
1363,408379508688
1364,443621843506
1364,878053189402
1366,358892621161
1366,812413428009
1366,151181059575
1366,697424454792
1366,818191806266
1366,903381605660
1366,229570423624
1367,169899949946
1367,635174752419
1367,964382566792
1368,719499559555
1368,231419439323
1369,870214141466
1369,416810458352
1369,250623199497
1369,553475465506
1369,174601146880
1369,135437085945
1370,458045087207
1370,554692815740
1370,822448642335
1370,122978991329
1370,468495287724
1370,349049135185
1371,137497727091
1371,631856480670
1371,797730503390
1371,341119743985
1371,314949633341
1371,742237135190
1371,655138732943
1372,465576348025
1372,195359056217
1372,864569488980
1373,251158382420
1373,428958800558
1373,861385453919
1373,674364111212
1373,886070920422
1374,876858625552
1374,309983629688
1374,680006327337
1374,222346515631
1374,818520780486
1374,233974766474
1375,270049653331
1375,997047787090
1375,538216351484
1375,699620761756
1376,669102928620
1376,398010499282
1376,248456737658
1376,892673675699
1376,234608722888
1376,865250863177
1376,277024340421
1377,293241569706
1377,793944626112
1377,947644199705
1377,842263391368
1377,541163284472
1377,119403978916
1377,443898987229
1377,228257159143
1378,150155573597
1378,823631207820
1378,242038696484
1379,923848182050
1379,479519743152
1379,648951361759
1380,220851481268
1380,340749178866
1381,796868371629
1382,402739676301
1382,725913782084
1383,708782331475
1383,546728097451
1383,859419367350
1383,951107970577
1383,182682425902
1384,129033022122
1384,383651612891
1384,694770217718
1384,215290146618
1384,675359973068
1385,582135559833
1385,399121254067
1386,503937797336
1386,375131198627
1387,731129275335
1387,936841138443
1387,528940338913
1387,758686571508
1387,518316123009
1387,989376679808
1387,493101295031
1388,955430663972
1388,716084164428
1388,408494265493
1388,829124170328
1388,412986671555
1388,366028258854
1388,321643880506
1389,540463045614
1389,748203627588
1389,592225593817
1389,182496992707
1390,226460572000
1390,787531280646
1390,967369504276
1390,735816542596
1390,784329288080
1390,131766359096
1390,996475385114
1391,395363419160
1392,950199293837
1393,161942736950
1393,926635054767
1393,258652201364
1393,981298797018
1393,602980712905
1393,646725837339
1394,278113526358
1394,249738900716
1394,695388756694
1394,500621963430
1394,493503990822
1394,196419582710
1394,523026407479
1395,253084620536
1395,470699413894
1395,809438015653
1395,760175461031
1395,379875776113
1396,410686724589
1396,762130260381
1397,266970303062
1397,611170805116
1397,586243953313
1397,934639029866
1397,309424414205
1398,856715531524
1398,726452714651
1398,942584280335
1398,269828318611
1399,316792083984
1399,684454270455
1399,346330297901
1399,717048264226
1399,924214881383
1399,579522735095
1400,658517332468
1400,855057914724
1400,762788336027
1400,968031901649
1400,255407315740
1400,936525340446
1401,998272176962
1401,593477216441
1401,801063764603
1401,675352678580
1401,997694646570
1403,997136947797
1403,723887774165
1403,488851789296
1403,277473550265
1403,220690452825
1403,343240362636
1404,768122961161
1404,826952443308
1404,761380911849
1404,191551672175
1405,445836920604
1405,377100900509
1405,451437333513
1405,519536081291
1405,398395259585
1406,249183281752
1406,679482145640
1407,591881089877
1407,285208098983
1407,199737284018
1407,774197222478
1408,161393745319
1409,357290399761
1409,868517450766
1409,501897901762
1410,796873981115
1410,482198960945
1410,239391022284
1412,643191984925
1412,416705408088
1412,764769123162
1412,208937735443
1412,938386331674
1412,687704384154
1412,641147734542
1412,158068659242
1413,826325386220
1413,740826631748
1413,333046976021
1413,917020176169
1414,555924111816
1414,629108990035
1414,792547132010
1414,316369156151
1414,415003754211
1414,605701127079
1415,744734269679
1415,985406166272
1415,568242598427
1415,902965821191
1415,701892370234
1415,925721121990
1416,548196833415
1416,986898437917
1416,136349787819
